,image,target
7272,./Resources/faces/1 (2959).jpg,without_mask
8190,./Resources/faces/1 (3769).jpg,without_mask
11986,./Resources/faces/1 (808).jpg,without_mask
159,./Resources/Train/WithMask/1309.png,mask
11981,./Resources/faces/1 (803).jpg,without_mask
3036,./Resources/Train/WithMask/Augmented_529_5598065.png,mask
10511,./Resources/faces/1 (5817).jpg,without_mask
903,./Resources/Train/WithMask/Augmented_12_1120574.png,mask
4585,./Resources/Train/WithMask/Augmented_826_697777.png,mask
8440,./Resources/faces/1 (3990).jpg,without_mask
8015,./Resources/faces/1 (3612).jpg,without_mask
2260,./Resources/Train/WithMask/Augmented_384_9540754.png,mask
1246,./Resources/Train/WithMask/Augmented_194_365304.png,mask
8173,./Resources/faces/1 (3753).jpg,without_mask
2502,./Resources/Train/WithMask/Augmented_429_7483786.png,mask
2100,./Resources/Train/WithMask/Augmented_354_8523008.png,mask
9256,./Resources/faces/1 (4708).jpg,without_mask
4014,./Resources/Train/WithMask/Augmented_716_255854.png,mask
10710,./Resources/faces/1 (5995).jpg,without_mask
1025,./Resources/Train/WithMask/Augmented_151_985651.png,mask
3142,./Resources/Train/WithMask/Augmented_551_2770579.png,mask
9905,./Resources/faces/1 (5281).jpg,without_mask
4857,./Resources/Train/WithMask/Augmented_878_235106.png,mask
659,./Resources/Train/WithMask/779.png,mask
9476,./Resources/faces/1 (4902).jpg,without_mask
1383,./Resources/Train/WithMask/Augmented_21_6236143.png,mask
7507,./Resources/faces/1 (3164).jpg,without_mask
10599,./Resources/faces/1 (5897).jpg,without_mask
486,./Resources/Train/WithMask/397.png,mask
6951,./Resources/faces/1 (2675).jpg,without_mask
3688,./Resources/Train/WithMask/Augmented_655_5781312.png,mask
8975,./Resources/faces/1 (4460).jpg,without_mask
3989,./Resources/Train/WithMask/Augmented_711_1846651.png,mask
6150,./Resources/faces/1 (1968).jpg,without_mask
1872,./Resources/Train/WithMask/Augmented_311_1865650.png,mask
1606,./Resources/Train/WithMask/Augmented_260_4462857.png,mask
7591,./Resources/faces/1 (3238).jpg,without_mask
3305,./Resources/Train/WithMask/Augmented_585_6446711.png,mask
10213,./Resources/faces/1 (5553).jpg,without_mask
5681,./Resources/faces/1 (1552).jpg,without_mask
7206,./Resources/faces/1 (29).png,without_mask
5131,./Resources/faces/1 (1100).jpg,without_mask
9026,./Resources/faces/1 (4504).jpg,without_mask
5422,./Resources/faces/1 (1339).jpg,without_mask
1887,./Resources/Train/WithMask/Augmented_314_300122.png,mask
11564,./Resources/faces/1 (6747).jpg,without_mask
3746,./Resources/Train/WithMask/Augmented_666_2594618.png,mask
8817,./Resources/faces/1 (432).jpg,without_mask
7233,./Resources/faces/1 (2923).jpg,without_mask
7983,./Resources/faces/1 (3586).jpg,without_mask
10415,./Resources/faces/1 (5732).jpg,without_mask
7663,./Resources/faces/1 (3300).jpg,without_mask
8207,./Resources/faces/1 (3784).jpg,without_mask
7452,./Resources/faces/1 (3114).jpg,without_mask
5993,./Resources/faces/1 (1828).jpg,without_mask
6055,./Resources/faces/1 (1884).jpg,without_mask
2416,./Resources/Train/WithMask/Augmented_413_3141938.png,mask
8656,./Resources/faces/1 (4179).jpg,without_mask
7352,./Resources/faces/1 (3026).jpg,without_mask
11063,./Resources/faces/1 (6302).jpg,without_mask
5193,./Resources/faces/1 (1152).jpg,without_mask
6910,./Resources/faces/1 (2638).jpg,without_mask
10858,./Resources/faces/1 (6121).jpg,without_mask
8635,./Resources/faces/1 (416).jpg,without_mask
6734,./Resources/faces/1 (2483).jpg,without_mask
10894,./Resources/faces/1 (6154).jpg,without_mask
9774,./Resources/faces/1 (5165).jpg,without_mask
1368,./Resources/Train/WithMask/Augmented_216_6968243.png,mask
8455,./Resources/faces/1 (40).png,without_mask
3676,./Resources/Train/WithMask/Augmented_652_8543819.png,mask
3553,./Resources/Train/WithMask/Augmented_630_2617417.png,mask
671,./Resources/Train/WithMask/820.png,mask
7173,./Resources/faces/1 (2871).jpg,without_mask
4082,./Resources/Train/WithMask/Augmented_729_831721.png,mask
6320,./Resources/faces/1 (2115).jpg,without_mask
5447,./Resources/faces/1 (136).jpg,without_mask
6314,./Resources/faces/1 (211).jpg,without_mask
10336,./Resources/faces/1 (5663).jpg,without_mask
51,./Resources/Train/WithMask/1078.png,mask
11204,./Resources/faces/1 (6428).jpg,without_mask
8308,./Resources/faces/1 (3873).jpg,without_mask
8503,./Resources/faces/1 (4042).jpg,without_mask
8359,./Resources/faces/1 (3917).jpg,without_mask
2133,./Resources/Train/WithMask/Augmented_361_6161630.png,mask
7604,./Resources/faces/1 (325).jpg,without_mask
3345,./Resources/Train/WithMask/Augmented_593_1304443.png,mask
11651,./Resources/faces/1 (6823).jpg,without_mask
1922,./Resources/Train/WithMask/Augmented_320_9615209.png,mask
7476,./Resources/faces/1 (3136).jpg,without_mask
9312,./Resources/faces/1 (4759).jpg,without_mask
7469,./Resources/faces/1 (313).jpg,without_mask
727,./Resources/Train/WithMask/947.png,mask
4605,./Resources/Train/WithMask/Augmented_82_1857569.png,mask
7789,./Resources/faces/1 (3412).jpg,without_mask
6476,./Resources/faces/1 (2254).jpg,without_mask
5251,./Resources/faces/1 (12).png,without_mask
8641,./Resources/faces/1 (4165).jpg,without_mask
3350,./Resources/Train/WithMask/Augmented_594_2018017.png,mask
625,./Resources/Train/WithMask/709.png,mask
10438,./Resources/faces/1 (5753).jpg,without_mask
11081,./Resources/faces/1 (6319).jpg,without_mask
8781,./Resources/faces/1 (429).jpg,without_mask
6060,./Resources/faces/1 (1889).jpg,without_mask
9632,./Resources/faces/1 (5039).jpg,without_mask
10986,./Resources/faces/1 (6235).jpg,without_mask
8437,./Resources/faces/1 (3988).jpg,without_mask
10729,./Resources/faces/1 (6007).jpg,without_mask
8671,./Resources/faces/1 (4192).jpg,without_mask
12052,./Resources/faces/1 (862).jpg,without_mask
1086,./Resources/Train/WithMask/Augmented_163_3937175.png,mask
360,./Resources/Train/WithMask/1763.png,mask
5969,./Resources/faces/1 (1806).jpg,without_mask
2721,./Resources/Train/WithMask/Augmented_471_9267242.png,mask
10457,./Resources/faces/1 (5770).jpg,without_mask
6032,./Resources/faces/1 (1863).jpg,without_mask
12096,./Resources/faces/1 (9).jpeg,without_mask
9552,./Resources/faces/1 (4971).jpg,without_mask
4247,./Resources/Train/WithMask/Augmented_760_1904271.png,mask
1803,./Resources/Train/WithMask/Augmented_299_4491484.png,mask
4278,./Resources/Train/WithMask/Augmented_766_5161929.png,mask
7437,./Resources/faces/1 (3100).jpg,without_mask
10253,./Resources/faces/1 (559).jpg,without_mask
11906,./Resources/faces/1 (748).jpg,without_mask
9073,./Resources/faces/1 (4547).jpg,without_mask
5652,./Resources/faces/1 (1526).jpg,without_mask
3378,./Resources/Train/WithMask/Augmented_599_3625392.png,mask
7630,./Resources/faces/1 (3273).jpg,without_mask
9598,./Resources/faces/1 (5008).jpg,without_mask
11356,./Resources/faces/1 (6563).jpg,without_mask
9818,./Resources/faces/1 (5202).jpg,without_mask
820,./Resources/Train/WithMask/Augmented_113_4303500.png,mask
8401,./Resources/faces/1 (3955).jpg,without_mask
6806,./Resources/faces/1 (2546).jpg,without_mask
1730,./Resources/Train/WithMask/Augmented_284_3038319.png,mask
10010,./Resources/faces/1 (5374).jpg,without_mask
4139,./Resources/Train/WithMask/Augmented_73_1237230.png,mask
8379,./Resources/faces/1 (3935).jpg,without_mask
3747,./Resources/Train/WithMask/Augmented_666_6719510.png,mask
7086,./Resources/faces/1 (2795).jpg,without_mask
1701,./Resources/Train/WithMask/Augmented_279_1586970.png,mask
8972,./Resources/faces/1 (4458).jpg,without_mask
5563,./Resources/faces/1 (1453).jpg,without_mask
2286,./Resources/Train/WithMask/Augmented_389_9742842.png,mask
7906,./Resources/faces/1 (3516).jpg,without_mask
5240,./Resources/faces/1 (1191).jpg,without_mask
4217,./Resources/Train/WithMask/Augmented_754_92487.png,mask
9785,./Resources/faces/1 (5175).jpg,without_mask
6796,./Resources/faces/1 (2537).jpg,without_mask
3123,./Resources/Train/WithMask/Augmented_548_8669043.png,mask
10625,./Resources/faces/1 (5918).jpg,without_mask
3560,./Resources/Train/WithMask/Augmented_631_7140596.png,mask
8320,./Resources/faces/1 (3884).jpg,without_mask
5435,./Resources/faces/1 (135).jpg,without_mask
1155,./Resources/Train/WithMask/Augmented_177_6105722.png,mask
8098,./Resources/faces/1 (3688).jpg,without_mask
4734,./Resources/Train/WithMask/Augmented_855_1387465.png,mask
6642,./Resources/faces/1 (240).jpg,without_mask
8907,./Resources/faces/1 (44).png,without_mask
10845,./Resources/faces/1 (611).jpg,without_mask
10568,./Resources/faces/1 (5869).jpg,without_mask
5470,./Resources/faces/1 (1379).jpg,without_mask
3809,./Resources/Train/WithMask/Augmented_679_8296968.png,mask
4850,./Resources/Train/WithMask/Augmented_876_9816650.png,mask
5036,./Resources/faces/1 (1024).jpg,without_mask
5535,./Resources/faces/1 (143).png,without_mask
9686,./Resources/faces/1 (5088).jpg,without_mask
3700,./Resources/Train/WithMask/Augmented_657_9054794.png,mask
5305,./Resources/faces/1 (1243).jpg,without_mask
12016,./Resources/faces/1 (832).jpg,without_mask
5750,./Resources/faces/1 (1612).jpg,without_mask
8786,./Resources/faces/1 (4294).jpg,without_mask
1959,./Resources/Train/WithMask/Augmented_328_9548913.png,mask
3154,./Resources/Train/WithMask/Augmented_554_4278712.png,mask
1971,./Resources/Train/WithMask/Augmented_331_101739.png,mask
2083,./Resources/Train/WithMask/Augmented_351_5949418.png,mask
4872,./Resources/Train/WithMask/Augmented_880_3051814.png,mask
8806,./Resources/faces/1 (431).jpg,without_mask
5820,./Resources/faces/1 (1676).jpg,without_mask
6946,./Resources/faces/1 (2670).jpg,without_mask
2293,./Resources/Train/WithMask/Augmented_390_5767773.png,mask
9428,./Resources/faces/1 (4861).jpg,without_mask
11086,./Resources/faces/1 (6323).jpg,without_mask
1764,./Resources/Train/WithMask/Augmented_290_137351.png,mask
11090,./Resources/faces/1 (6327).jpg,without_mask
10839,./Resources/faces/1 (6104).jpg,without_mask
7084,./Resources/faces/1 (2793).jpg,without_mask
4189,./Resources/Train/WithMask/Augmented_749_4429477.png,mask
3551,./Resources/Train/WithMask/Augmented_62_7841604.png,mask
8213,./Resources/faces/1 (379).jpg,without_mask
230,./Resources/Train/WithMask/1467.png,mask
10895,./Resources/faces/1 (6155).jpg,without_mask
9284,./Resources/faces/1 (4733).jpg,without_mask
10759,./Resources/faces/1 (6034).jpg,without_mask
640,./Resources/Train/WithMask/734.png,mask
7014,./Resources/faces/1 (273).jpg,without_mask
11049,./Resources/faces/1 (6292).jpg,without_mask
4529,./Resources/Train/WithMask/Augmented_813_6886432.png,mask
3933,./Resources/Train/WithMask/Augmented_700_3449660.png,mask
3368,./Resources/Train/WithMask/Augmented_597_8452067.png,mask
11536,./Resources/faces/1 (6721).jpg,without_mask
8602,./Resources/faces/1 (413).jpg,without_mask
7404,./Resources/faces/1 (3073).jpg,without_mask
9118,./Resources/faces/1 (4588).jpg,without_mask
11868,./Resources/faces/1 (719).jpg,without_mask
3810,./Resources/Train/WithMask/Augmented_67_1398905.png,mask
752,./Resources/Train/WithMask/Augmented_0_7687006.png,mask
11674,./Resources/faces/1 (6844).jpg,without_mask
7971,./Resources/faces/1 (3575).jpg,without_mask
2455,./Resources/Train/WithMask/Augmented_41_845294.png,mask
4495,./Resources/Train/WithMask/Augmented_808_5500707.png,mask
5135,./Resources/faces/1 (1104).jpg,without_mask
4728,./Resources/Train/WithMask/Augmented_853_8038041.png,mask
2165,./Resources/Train/WithMask/Augmented_367_7147759.png,mask
5543,./Resources/faces/1 (1437).jpg,without_mask
11840,./Resources/faces/1 (7).jpeg,without_mask
2529,./Resources/Train/WithMask/Augmented_433_9423540.png,mask
4571,./Resources/Train/WithMask/Augmented_823_2313094.png,mask
3878,./Resources/Train/WithMask/Augmented_691_2288896.png,mask
12200,./Resources/faces/1 (983).jpg,without_mask
6156,./Resources/faces/1 (1973).jpg,without_mask
3695,./Resources/Train/WithMask/Augmented_656_8721573.png,mask
4134,./Resources/Train/WithMask/Augmented_739_2921086.png,mask
10343,./Resources/faces/1 (567).jpg,without_mask
9927,./Resources/faces/1 (53).png,without_mask
8541,./Resources/faces/1 (4077).jpg,without_mask
7970,./Resources/faces/1 (3574).jpg,without_mask
10956,./Resources/faces/1 (6208).jpg,without_mask
11492,./Resources/faces/1 (6684).jpg,without_mask
1930,./Resources/Train/WithMask/Augmented_322_4708386.png,mask
7693,./Resources/faces/1 (3328).jpg,without_mask
2806,./Resources/Train/WithMask/Augmented_487_6038537.png,mask
2628,./Resources/Train/WithMask/Augmented_455_168160.png,mask
5048,./Resources/faces/1 (1034).jpg,without_mask
11433,./Resources/faces/1 (6630).jpg,without_mask
102,./Resources/Train/WithMask/1178.png,mask
5410,./Resources/faces/1 (1329).jpg,without_mask
2246,./Resources/Train/WithMask/Augmented_381_7759569.png,mask
6849,./Resources/faces/1 (2585).jpg,without_mask
3103,./Resources/Train/WithMask/Augmented_544_2881211.png,mask
8003,./Resources/faces/1 (3601).jpg,without_mask
8341,./Resources/faces/1 (3900).jpg,without_mask
11100,./Resources/faces/1 (6336).jpg,without_mask
5712,./Resources/faces/1 (1580).jpg,without_mask
9506,./Resources/faces/1 (493).jpg,without_mask
7294,./Resources/faces/1 (2979).jpg,without_mask
2497,./Resources/Train/WithMask/Augmented_428_9383301.png,mask
6582,./Resources/faces/1 (2348).jpg,without_mask
8413,./Resources/faces/1 (3966).jpg,without_mask
4248,./Resources/Train/WithMask/Augmented_760_2356343.png,mask
74,./Resources/Train/WithMask/1120.png,mask
1604,./Resources/Train/WithMask/Augmented_25_8053651.png,mask
9032,./Resources/faces/1 (451).jpg,without_mask
12137,./Resources/faces/1 (930).jpg,without_mask
10478,./Resources/faces/1 (579).jpg,without_mask
2514,./Resources/Train/WithMask/Augmented_431_4624074.png,mask
11633,./Resources/faces/1 (6807).jpg,without_mask
8936,./Resources/faces/1 (4425).jpg,without_mask
1728,./Resources/Train/WithMask/Augmented_283_8489911.png,mask
337,./Resources/Train/WithMask/1718.png,mask
6061,./Resources/faces/1 (189).jpg,without_mask
2768,./Resources/Train/WithMask/Augmented_480_8023138.png,mask
1664,./Resources/Train/WithMask/Augmented_271_1870551.png,mask
800,./Resources/Train/WithMask/Augmented_10_6702743.png,mask
2899,./Resources/Train/WithMask/Augmented_503_4550490.png,mask
11957,./Resources/faces/1 (787).jpg,without_mask
2074,./Resources/Train/WithMask/Augmented_34_559560.png,mask
11598,./Resources/faces/1 (6778).jpg,without_mask
3237,./Resources/Train/WithMask/Augmented_571_849979.png,mask
10642,./Resources/faces/1 (5933).jpg,without_mask
3337,./Resources/Train/WithMask/Augmented_591_5369595.png,mask
5897,./Resources/faces/1 (1743).jpg,without_mask
4285,./Resources/Train/WithMask/Augmented_768_1585788.png,mask
8721,./Resources/faces/1 (4235).jpg,without_mask
7175,./Resources/faces/1 (2873).jpg,without_mask
7767,./Resources/faces/1 (3395).jpg,without_mask
306,./Resources/Train/WithMask/1652.png,mask
7038,./Resources/faces/1 (2751).jpg,without_mask
1141,./Resources/Train/WithMask/Augmented_174_3358942.png,mask
10105,./Resources/faces/1 (5458).jpg,without_mask
6572,./Resources/faces/1 (2339).jpg,without_mask
3505,./Resources/Train/WithMask/Augmented_621_9999079.png,mask
4207,./Resources/Train/WithMask/Augmented_752_6696946.png,mask
10396,./Resources/faces/1 (5715).jpg,without_mask
3054,./Resources/Train/WithMask/Augmented_533_4708745.png,mask
8643,./Resources/faces/1 (4167).jpg,without_mask
7787,./Resources/faces/1 (3410).jpg,without_mask
8309,./Resources/faces/1 (3874).jpg,without_mask
3095,./Resources/Train/WithMask/Augmented_541_6554187.png,mask
9573,./Resources/faces/1 (4990).jpg,without_mask
3590,./Resources/Train/WithMask/Augmented_637_8246018.png,mask
8366,./Resources/faces/1 (3923).jpg,without_mask
2386,./Resources/Train/WithMask/Augmented_408_5637128.png,mask
10977,./Resources/faces/1 (6227).jpg,without_mask
10905,./Resources/faces/1 (6164).jpg,without_mask
1894,./Resources/Train/WithMask/Augmented_315_6024975.png,mask
3807,./Resources/Train/WithMask/Augmented_679_6362224.png,mask
5648,./Resources/faces/1 (1522).jpg,without_mask
3860,./Resources/Train/WithMask/Augmented_688_9590232.png,mask
5658,./Resources/faces/1 (1531).jpg,without_mask
5258,./Resources/faces/1 (1204).jpg,without_mask
2105,./Resources/Train/WithMask/Augmented_355_8323278.png,mask
3617,./Resources/Train/WithMask/Augmented_641_3475122.png,mask
4655,./Resources/Train/WithMask/Augmented_839_966677.png,mask
10867,./Resources/faces/1 (613).jpg,without_mask
3198,./Resources/Train/WithMask/Augmented_563_8021537.png,mask
5705,./Resources/faces/1 (1574).jpg,without_mask
11388,./Resources/faces/1 (6592).jpg,without_mask
11530,./Resources/faces/1 (6716).jpg,without_mask
11232,./Resources/faces/1 (6453).jpg,without_mask
2124,./Resources/Train/WithMask/Augmented_35_2566019.png,mask
9178,./Resources/faces/1 (464).jpg,without_mask
8848,./Resources/faces/1 (4348).jpg,without_mask
5941,./Resources/faces/1 (1783).jpg,without_mask
1378,./Resources/Train/WithMask/Augmented_218_5405196.png,mask
10066,./Resources/faces/1 (5422).jpg,without_mask
905,./Resources/Train/WithMask/Augmented_12_4481397.png,mask
5040,./Resources/faces/1 (1028).jpg,without_mask
9133,./Resources/faces/1 (46).png,without_mask
11955,./Resources/faces/1 (785).jpg,without_mask
8214,./Resources/faces/1 (3790).jpg,without_mask
10782,./Resources/faces/1 (6055).jpg,without_mask
6748,./Resources/faces/1 (2496).jpg,without_mask
8375,./Resources/faces/1 (3931).jpg,without_mask
2601,./Resources/Train/WithMask/Augmented_44_4064920.png,mask
6155,./Resources/faces/1 (1972).jpg,without_mask
10192,./Resources/faces/1 (5534).jpg,without_mask
7100,./Resources/faces/1 (2805).jpg,without_mask
10563,./Resources/faces/1 (5864).jpg,without_mask
10804,./Resources/faces/1 (6075).jpg,without_mask
7316,./Resources/faces/1 (2999).jpg,without_mask
11067,./Resources/faces/1 (6306).jpg,without_mask
5374,./Resources/faces/1 (13).png,without_mask
12089,./Resources/faces/1 (893).jpg,without_mask
8071,./Resources/faces/1 (3663).jpg,without_mask
4903,./Resources/Train/WithMask/Augmented_886_9719163.png,mask
8797,./Resources/faces/1 (4301).jpg,without_mask
8618,./Resources/faces/1 (4144).jpg,without_mask
11570,./Resources/faces/1 (6752).jpg,without_mask
1453,./Resources/Train/WithMask/Augmented_232_6443494.png,mask
5334,./Resources/faces/1 (1268).jpg,without_mask
7966,./Resources/faces/1 (3570).jpg,without_mask
11369,./Resources/faces/1 (6575).jpg,without_mask
8917,./Resources/faces/1 (4408).jpg,without_mask
3430,./Resources/Train/WithMask/Augmented_608_1550198.png,mask
5162,./Resources/faces/1 (1127).jpg,without_mask
5003,./Resources/faces/1 (10).jpeg,without_mask
9568,./Resources/faces/1 (4986).jpg,without_mask
7827,./Resources/faces/1 (3447).jpg,without_mask
1864,./Resources/Train/WithMask/Augmented_30_5247334.png,mask
8301,./Resources/faces/1 (3867).jpg,without_mask
1761,./Resources/Train/WithMask/Augmented_28_2674181.png,mask
194,./Resources/Train/WithMask/1380.png,mask
3038,./Resources/Train/WithMask/Augmented_529_6213518.png,mask
9854,./Resources/faces/1 (5235).jpg,without_mask
10777,./Resources/faces/1 (6050).jpg,without_mask
4982,./Resources/Train/WithMask/Augmented_97_863437.png,mask
3751,./Resources/Train/WithMask/Augmented_667_2131007.png,mask
10706,./Resources/faces/1 (5991).jpg,without_mask
2708,./Resources/Train/WithMask/Augmented_46_3454237.png,mask
3555,./Resources/Train/WithMask/Augmented_630_4368142.png,mask
5827,./Resources/faces/1 (1682).jpg,without_mask
4167,./Resources/Train/WithMask/Augmented_745_1587463.png,mask
5943,./Resources/faces/1 (1785).jpg,without_mask
9738,./Resources/faces/1 (5132).jpg,without_mask
7593,./Resources/faces/1 (324).jpg,without_mask
8851,./Resources/faces/1 (4350).jpg,without_mask
1949,./Resources/Train/WithMask/Augmented_326_5073121.png,mask
9311,./Resources/faces/1 (4758).jpg,without_mask
9599,./Resources/faces/1 (5009).jpg,without_mask
8092,./Resources/faces/1 (3682).jpg,without_mask
8049,./Resources/faces/1 (3643).jpg,without_mask
1164,./Resources/Train/WithMask/Augmented_179_7666854.png,mask
2786,./Resources/Train/WithMask/Augmented_484_2537368.png,mask
6965,./Resources/faces/1 (2688).jpg,without_mask
2374,./Resources/Train/WithMask/Augmented_405_8058862.png,mask
2140,./Resources/Train/WithMask/Augmented_362_7055617.png,mask
6827,./Resources/faces/1 (2565).jpg,without_mask
5737,./Resources/faces/1 (1600).jpg,without_mask
4078,./Resources/Train/WithMask/Augmented_729_1819968.png,mask
157,./Resources/Train/WithMask/1307.png,mask
11859,./Resources/faces/1 (710).jpg,without_mask
11187,./Resources/faces/1 (6412).jpg,without_mask
939,./Resources/Train/WithMask/Augmented_135_8205428.png,mask
11733,./Resources/faces/1 (6898).jpg,without_mask
5574,./Resources/faces/1 (1462).jpg,without_mask
295,./Resources/Train/WithMask/1625.png,mask
9279,./Resources/faces/1 (4729).jpg,without_mask
5287,./Resources/faces/1 (1229).jpg,without_mask
4063,./Resources/Train/WithMask/Augmented_725_7600073.png,mask
1473,./Resources/Train/WithMask/Augmented_236_937588.png,mask
9337,./Resources/faces/1 (4781).jpg,without_mask
6011,./Resources/faces/1 (1844).jpg,without_mask
10118,./Resources/faces/1 (547).jpg,without_mask
7734,./Resources/faces/1 (3365).jpg,without_mask
3104,./Resources/Train/WithMask/Augmented_544_3598590.png,mask
241,./Resources/Train/WithMask/1489.png,mask
428,./Resources/Train/WithMask/266.png,mask
7090,./Resources/faces/1 (2799).jpg,without_mask
4781,./Resources/Train/WithMask/Augmented_863_6660072.png,mask
9184,./Resources/faces/1 (4645).jpg,without_mask
2182,./Resources/Train/WithMask/Augmented_370_6050108.png,mask
1758,./Resources/Train/WithMask/Augmented_289_5928981.png,mask
6996,./Resources/faces/1 (2713).jpg,without_mask
11541,./Resources/faces/1 (6726).jpg,without_mask
402,./Resources/Train/WithMask/209.png,mask
8962,./Resources/faces/1 (4449).jpg,without_mask
4452,./Resources/Train/WithMask/Augmented_79_948721.png,mask
5579,./Resources/faces/1 (1467).jpg,without_mask
9942,./Resources/faces/1 (5312).jpg,without_mask
7178,./Resources/faces/1 (2876).jpg,without_mask
2221,./Resources/Train/WithMask/Augmented_378_4573478.png,mask
6182,./Resources/faces/1 (1997).jpg,without_mask
7948,./Resources/faces/1 (3554).jpg,without_mask
7997,./Resources/faces/1 (3599).jpg,without_mask
5618,./Resources/faces/1 (15).jpeg,without_mask
7914,./Resources/faces/1 (3523).jpg,without_mask
12174,./Resources/faces/1 (961).jpg,without_mask
3022,./Resources/Train/WithMask/Augmented_527_2255775.png,mask
8557,./Resources/faces/1 (4091).jpg,without_mask
7022,./Resources/faces/1 (2737).jpg,without_mask
6927,./Resources/faces/1 (2653).jpg,without_mask
11749,./Resources/faces/1 (691).jpg,without_mask
9090,./Resources/faces/1 (4562).jpg,without_mask
7149,./Resources/faces/1 (285).jpg,without_mask
4505,./Resources/Train/WithMask/Augmented_80_2499768.png,mask
8649,./Resources/faces/1 (4172).jpg,without_mask
11866,./Resources/faces/1 (717).jpg,without_mask
8009,./Resources/faces/1 (3607).jpg,without_mask
3090,./Resources/Train/WithMask/Augmented_540_6122216.png,mask
11170,./Resources/faces/1 (64).jpeg,without_mask
7559,./Resources/faces/1 (3209).jpg,without_mask
5816,./Resources/faces/1 (1672).jpg,without_mask
11563,./Resources/faces/1 (6746).jpg,without_mask
2981,./Resources/Train/WithMask/Augmented_519_7272099.png,mask
5160,./Resources/faces/1 (1125).jpg,without_mask
2740,./Resources/Train/WithMask/Augmented_475_6385366.png,mask
10842,./Resources/faces/1 (6107).jpg,without_mask
4442,./Resources/Train/WithMask/Augmented_798_789847.png,mask
7792,./Resources/faces/1 (3415).jpg,without_mask
1460,./Resources/Train/WithMask/Augmented_234_1071197.png,mask
6915,./Resources/faces/1 (2642).jpg,without_mask
7687,./Resources/faces/1 (3322).jpg,without_mask
3496,./Resources/Train/WithMask/Augmented_620_283659.png,mask
1264,./Resources/Train/WithMask/Augmented_198_2963185.png,mask
1780,./Resources/Train/WithMask/Augmented_293_3276900.png,mask
4640,./Resources/Train/WithMask/Augmented_837_2407934.png,mask
6983,./Resources/faces/1 (2701).jpg,without_mask
6222,./Resources/faces/1 (2028).jpg,without_mask
2968,./Resources/Train/WithMask/Augmented_516_8013867.png,mask
4967,./Resources/Train/WithMask/Augmented_94_5054757.png,mask
10923,./Resources/faces/1 (6180).jpg,without_mask
1972,./Resources/Train/WithMask/Augmented_331_1402436.png,mask
5361,./Resources/faces/1 (129).png,without_mask
1107,./Resources/Train/WithMask/Augmented_168_1707752.png,mask
10588,./Resources/faces/1 (5887).jpg,without_mask
7987,./Resources/faces/1 (359).jpg,without_mask
2986,./Resources/Train/WithMask/Augmented_51_7692138.png,mask
7433,./Resources/faces/1 (31).jpeg,without_mask
2040,./Resources/Train/WithMask/Augmented_343_6783955.png,mask
7153,./Resources/faces/1 (2853).jpg,without_mask
1048,./Resources/Train/WithMask/Augmented_156_2961688.png,mask
3735,./Resources/Train/WithMask/Augmented_663_991220.png,mask
6746,./Resources/faces/1 (2494).jpg,without_mask
7043,./Resources/faces/1 (2756).jpg,without_mask
5566,./Resources/faces/1 (1456).jpg,without_mask
10088,./Resources/faces/1 (5442).jpg,without_mask
9272,./Resources/faces/1 (4722).jpg,without_mask
1094,./Resources/Train/WithMask/Augmented_165_1918834.png,mask
3965,./Resources/Train/WithMask/Augmented_707_2759113.png,mask
2159,./Resources/Train/WithMask/Augmented_366_6323615.png,mask
9892,./Resources/faces/1 (527).jpg,without_mask
1679,./Resources/Train/WithMask/Augmented_274_5171479.png,mask
10610,./Resources/faces/1 (5904).jpg,without_mask
3838,./Resources/Train/WithMask/Augmented_684_3026577.png,mask
11622,./Resources/faces/1 (68).jpeg,without_mask
9612,./Resources/faces/1 (5020).jpg,without_mask
5206,./Resources/faces/1 (1163).jpg,without_mask
4540,./Resources/Train/WithMask/Augmented_817_9088849.png,mask
4678,./Resources/Train/WithMask/Augmented_843_8848052.png,mask
9414,./Resources/faces/1 (4849).jpg,without_mask
5865,./Resources/faces/1 (1714).jpg,without_mask
5880,./Resources/faces/1 (1728).jpg,without_mask
1962,./Resources/Train/WithMask/Augmented_32_4200047.png,mask
2009,./Resources/Train/WithMask/Augmented_339_303611.png,mask
6208,./Resources/faces/1 (2015).jpg,without_mask
10302,./Resources/faces/1 (5632).jpg,without_mask
12036,./Resources/faces/1 (85).jpg,without_mask
3333,./Resources/Train/WithMask/Augmented_590_8749483.png,mask
6889,./Resources/faces/1 (2619).jpg,without_mask
6124,./Resources/faces/1 (1944).jpg,without_mask
8124,./Resources/faces/1 (3709).jpg,without_mask
6221,./Resources/faces/1 (2027).jpg,without_mask
9334,./Resources/faces/1 (4779).jpg,without_mask
7427,./Resources/faces/1 (3094).jpg,without_mask
7488,./Resources/faces/1 (3147).jpg,without_mask
8543,./Resources/faces/1 (4079).jpg,without_mask
810,./Resources/Train/WithMask/Augmented_111_6587244.png,mask
6665,./Resources/faces/1 (2420).jpg,without_mask
6229,./Resources/faces/1 (2034).jpg,without_mask
11332,./Resources/faces/1 (6541).jpg,without_mask
5270,./Resources/faces/1 (1214).jpg,without_mask
3701,./Resources/Train/WithMask/Augmented_657_9282534.png,mask
11792,./Resources/faces/1 (6949).jpg,without_mask
8249,./Resources/faces/1 (382).jpg,without_mask
1703,./Resources/Train/WithMask/Augmented_279_3106669.png,mask
8687,./Resources/faces/1 (4204).jpg,without_mask
